line_number,cleaned_line,char_length,word_count,sentiment,compound,dominant_topic,topic_keywords,topic_confidence,cluster
730,"Sen, we have to purge the spell.",32,7,neutral,0.0,1,"sen, right, please, youre, thank, ill, yubaba, one, hes, gold",0.714638402033137,1
731,Begone!,7,1,neutral,0.0,0,"chihiro, come, hurry, see, cant, good, wait, take, got, kamaji",0.25,4
732,Haku took this from Yubabas sister.,35,6,neutral,0.0,3,"way, lin, little, give, still, eat, inside, coming, tell, sorry",0.6298186058780832,0
733,From Zeniba? Thats a witchs seal.,33,6,neutral,0.0,2,"haku, dont, back, mom, thats, dad, look, get, name, lets",0.7106858962338732,6
734,"Precious loot, Id say.",22,4,positive,0.5719,3,"way, lin, little, give, still, eat, inside, coming, tell, sorry",0.4056999769071834,4
735,I knew it was Haku.,19,5,neutral,0.0,0,"chihiro, come, hurry, see, cant, good, wait, take, got, kamaji",0.45983141736311833,3
736,"Kamaji, its Haku!",17,3,neutral,0.0,0,"chihiro, come, hurry, see, cant, good, wait, take, got, kamaji",0.4305943088141825,3
737,Haku!,5,1,neutral,0.0,2,"haku, dont, back, mom, thats, dad, look, get, name, lets",0.6249827369555452,6
738,"Haku, Haku!",11,2,neutral,0.0,2,"haku, dont, back, mom, thats, dad, look, get, name, lets",0.6249827369555452,6
739,"Kamaji, hes not breathing.",26,4,neutral,0.0,1,"sen, right, please, youre, thank, ill, yubaba, one, hes, gold",0.40024267259981083,4
740,"He is, but hes still",20,5,neutral,0.0,3,"way, lin, little, give, still, eat, inside, coming, tell, sorry",0.400988347356346,4
741,That should calm him some.,26,5,positive,0.3182,0,"chihiro, come, hurry, see, cant, good, wait, take, got, kamaji",0.6247449635123163,2
742,"Haku turned up one day,",23,5,neutral,0.0,2,"haku, dont, back, mom, thats, dad, look, get, name, lets",0.5968964959143159,6
743,He said he wanted to learn magic.,33,7,neutral,0.0,1,"sen, right, please, youre, thank, ill, yubaba, one, hes, gold",0.5211022887321207,1
744,I tried to warn him.,20,5,negative,-0.1027,0,"chihiro, come, hurry, see, cant, good, wait, take, got, kamaji",0.25,4
745,Becoming a sorcerers apprentice,31,4,neutral,0.0,1,"sen, right, please, youre, thank, ill, yubaba, one, hes, gold",0.6246578280678587,1
746,But he wouldnt listen.,22,4,neutral,0.0,0,"chihiro, come, hurry, see, cant, good, wait, take, got, kamaji",0.4100302145233194,4
747,that hed lost his home.,23,5,negative,-0.3182,2,"haku, dont, back, mom, thats, dad, look, get, name, lets",0.6886436015326108,6
748,So he signed up to be,21,6,neutral,0.0,1,"sen, right, please, youre, thank, ill, yubaba, one, hes, gold",0.6246828389284101,1
749,He got paler and paler,22,5,neutral,0.0,0,"chihiro, come, hurry, see, cant, good, wait, take, got, kamaji",0.6249529729038811,2
750,and got a sharp,15,4,neutral,0.0,0,"chihiro, come, hurry, see, cant, good, wait, take, got, kamaji",0.6249529729038811,2
751,"Kamaji, Im going to give",24,5,neutral,0.0,0,"chihiro, come, hurry, see, cant, good, wait, take, got, kamaji",0.5137745590280143,2
752,"Give it back, apologize,",24,4,positive,0.1027,3,"way, lin, little, give, still, eat, inside, coming, tell, sorry",0.5482574734085075,0
753,Tell me how to get there.,25,6,neutral,0.0,3,"way, lin, little, give, still, eat, inside, coming, tell, sorry",0.4302539991106608,0
754,To Zenibas house?,17,3,neutral,0.0,3,"way, lin, little, give, still, eat, inside, coming, tell, sorry",0.6248906109733721,0
755,Thats one scary sorceress.,26,4,negative,-0.4939,2,"haku, dont, back, mom, thats, dad, look, get, name, lets",0.5330225115144376,5
756,Please.,7,1,positive,0.3182,1,"sen, right, please, youre, thank, ill, yubaba, one, hes, gold",0.6249704751153283,1
757,Haku helped me.,15,3,neutral,0.0,3,"way, lin, little, give, still, eat, inside, coming, tell, sorry",0.46447327930904037,0
758,"Well, getting there is one thing.",33,6,positive,0.2732,0,"chihiro, come, hurry, see, cant, good, wait, take, got, kamaji",0.4276013364467807,4
759,Getting backs the problem.,26,4,negative,-0.4404,0,"chihiro, come, hurry, see, cant, good, wait, take, got, kamaji",0.6891125839337066,2
760,Wait a minute.,14,3,neutral,0.0,2,"haku, dont, back, mom, thats, dad, look, get, name, lets",0.42217829562832104,3
761,"Lets see now,",13,3,neutral,0.0,2,"haku, dont, back, mom, thats, dad, look, get, name, lets",0.40845371400030156,3
762,"Everyone, I need",16,3,neutral,0.0,1,"sen, right, please, youre, thank, ill, yubaba, one, hes, gold",0.3965628557314228,4
763,Sen! Ive been hunting,21,4,neutral,0.0,0,"chihiro, come, hurry, see, cant, good, wait, take, got, kamaji",0.43783651653072286,4
764,Lin...,6,1,neutral,0.0,3,"way, lin, little, give, still, eat, inside, coming, tell, sorry",0.6249641987589858,0
765,Haku? What happened here?,25,4,neutral,0.0,2,"haku, dont, back, mom, thats, dad, look, get, name, lets",0.683687106136747,6
766,Who are those guys?,19,4,neutral,0.0,2,"haku, dont, back, mom, thats, dad, look, get, name, lets",0.6246985557631506,6
767,My new friends.,15,3,positive,0.4767,1,"sen, right, please, youre, thank, ill, yubaba, one, hes, gold",0.6248552247059902,1
768,Right?,6,1,neutral,0.0,1,"sen, right, please, youre, thank, ill, yubaba, one, hes, gold",0.6249736551218553,1
769,Yubabas looking for you.,24,4,neutral,0.0,2,"haku, dont, back, mom, thats, dad, look, get, name, lets",0.41200384541373486,4
770,That big tipper turned out,26,5,neutral,0.0,3,"way, lin, little, give, still, eat, inside, coming, tell, sorry",0.6829609997660919,0
771,Yubaba says you let him in.,27,6,neutral,0.0,1,"sen, right, please, youre, thank, ill, yubaba, one, hes, gold",0.7241132880443722,1
772,She might be right.,19,4,neutral,0.0,1,"sen, right, please, youre, thank, ill, yubaba, one, hes, gold",0.6871064608931085,1
773,"What, are you serious?",22,4,negative,-0.0772,1,"sen, right, please, youre, thank, ill, yubaba, one, hes, gold",0.6247452795342839,1
774,I thought he was a customer.,28,6,neutral,0.0,1,"sen, right, please, youre, thank, ill, yubaba, one, hes, gold",0.4037059238202535,4
775,Hes already swallowed,21,3,neutral,0.0,1,"sen, right, please, youre, thank, ill, yubaba, one, hes, gold",0.6888505350143816,1
776,Found them.,11,2,neutral,0.0,0,"chihiro, come, hurry, see, cant, good, wait, take, got, kamaji",0.25,4
777,"Were busy, gramps.",18,3,neutral,0.0,2,"haku, dont, back, mom, thats, dad, look, get, name, lets",0.6246427891297621,6
778,You can use these.,18,4,neutral,0.0,0,"chihiro, come, hurry, see, cant, good, wait, take, got, kamaji",0.6248230720283116,2
779,Train tickets?,14,2,neutral,0.0,3,"way, lin, little, give, still, eat, inside, coming, tell, sorry",0.624862033791092,0
780,Leftovers from 40 years ago.,28,5,neutral,0.0,3,"way, lin, little, give, still, eat, inside, coming, tell, sorry",0.6247350987218171,0
781,"You get off at the sixth stop,",30,7,negative,-0.296,2,"haku, dont, back, mom, thats, dad, look, get, name, lets",0.7236316408025053,6
782,Swamp Bottom?,13,2,neutral,0.0,3,"way, lin, little, give, still, eat, inside, coming, tell, sorry",0.6891009279885377,0
783,"Thats right, the sixth stop.",28,5,negative,-0.296,2,"haku, dont, back, mom, thats, dad, look, get, name, lets",0.6080715755763634,6
784,Six.,4,1,neutral,0.0,0,"chihiro, come, hurry, see, cant, good, wait, take, got, kamaji",0.25,4
785,Make sure you get it right.,27,6,positive,0.3182,2,"haku, dont, back, mom, thats, dad, look, get, name, lets",0.598975485870317,6
786,but these days its one way only.,32,7,neutral,0.0,3,"way, lin, little, give, still, eat, inside, coming, tell, sorry",0.40308840641569266,4
787,Still want to go?,17,4,positive,0.0772,3,"way, lin, little, give, still, eat, inside, coming, tell, sorry",0.40490854027740003,4
788,"Yes, Ill walk back along the tracks.",36,7,neutral,-0.0258,1,"sen, right, please, youre, thank, ill, yubaba, one, hes, gold",0.43551382732118,4
789,What about Yubaba?,18,3,neutral,0.0,1,"sen, right, please, youre, thank, ill, yubaba, one, hes, gold",0.6249586916075769,1
790,Ill talk to her now.,20,5,negative,-0.4215,1,"sen, right, please, youre, thank, ill, yubaba, one, hes, gold",0.6798635772891584,1
