line_number,cleaned_line,char_length,word_count,sentiment,compound,dominant_topic,topic_keywords,topic_confidence,cluster
788,You think you can have Fio?,27,6,neutral,0.0,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.41537264081185127,6
789,Now the pigs got his tail!,26,6,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.5128386259025515,0
790,The finale!,11,2,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.25,4
791,Huh?,4,1,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.25,4
792,Its jammed.,11,2,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.6248971437658519,0
793,Youre finished!,15,2,neutral,0.0,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.4432270340301259,6
794,What?,5,1,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.25,4
795,Jammed!,7,1,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.6248971437658519,0
796,"Whats the matter, out of ammo?",30,6,neutral,0.0258,1,"end, good, old, days, tell, dont, look, beautiful, way, stop",0.7159999450209772,5
797,Its broken. Fios big butt!,26,5,negative,-0.5255,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.7238245192538485,0
798,No ties in this game!,21,5,negative,-0.3595,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.25,4
799,This isnt a western!,20,4,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.6247997373229105,0
800,You jerk!,9,2,negative,-0.4003,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.6247519606272247,3
801,Whats that going to do? Hi-ho Silver!,37,8,neutral,0.0,1,"end, good, old, days, tell, dont, look, beautiful, way, stop",0.4195315553661543,1
802,You rotten pig!,15,3,negative,-0.5562,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.6203146639817728,2
803,Missed!,7,1,negative,-0.3595,2,"gina, win, bet, porco, youre, thats, pig, take, going, plane",0.624692491948073,2
804,Chicken!,8,1,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.25,4
805,You ducked!,11,2,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.25,4
806,You dont love her.,18,4,negative,-0.5216,3,"come, ill, one, get, see, back, fio, cant, girl, put",0.4385332069524539,1
807,"Shut up, pig!",13,3,neutral,0.0,0,"right, got, hes, shut, pilots, time, coming, know, shes, money",0.4204090397413931,4
