line_number,cleaned_line,char_length,word_count,sentiment,compound,dominant_topic,topic_keywords,topic_confidence,cluster
311,What is it...,13,3,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.3333333333333333,4
312,A mechanical soldier with vast,30,5,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.3333333333333333,4
313,"Had he not fallen from the sky,",31,7,positive,0.2755,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.6306538500616142,0
314,Hes not of this earth.,22,5,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.7228852393908436,3
315,Our science cant even identify,30,5,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.4421636490925854,5
316,what material hes made of.,26,5,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.7219277621268924,3
317,Look...,7,1,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.6664323802190533,0
318,Hes long dead,13,3,negative,-0.6486,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.7463871431158753,3
319,Look at that.,13,3,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.6664323802190533,0
320,This insignia was carved on,27,5,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.3333333333333333,4
321,"Its on this stone, too.",23,5,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.6664817329059061,2
322,The stone works,15,3,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.6664817329059061,2
323,It will protect you and,23,5,positive,0.3818,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.6650634248986468,2
324,I know nothing of this!,23,5,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.6663382803143626,0
325,Take it if you like,19,5,positive,0.3612,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.6662775475751994,0
326,You imagine Laputas,19,3,neutral,0.0,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.6662151478678207,3
327,Fearsome powers,15,2,negative,-0.4019,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.6652519441010439,2
328,Their dreaded empire,20,3,negative,-0.5719,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.3333333333333333,4
329,Even you can appreciate,23,4,positive,0.4019,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.6660970415304086,0
330,"roams the skies,",16,3,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.3333333333333333,4
331,I need your cooperation.,24,4,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.6660014431878428,2
332,You must know how to make,25,6,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.755343583423061,0
333,I really dont know!,19,4,neutral,0.0,2,"pazu, dont, look, way, whats, know, pirates, got, see, come",0.7223575428117381,0
334,"I intend no harm,",17,4,negative,-0.6908,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.6658041419724683,2
335,The boy goes free,17,4,positive,0.5106,1,"sheeta, get, wait, hurry, girl, youre, mama, cant, let, maam",0.7270431011291097,3
336,... Toelle Ur Laputa.,21,3,neutral,0.0,0,"laputa, stone, ill, theyre, theres, nice, muska, help, never, spell",0.6665117792658768,2
